Shape;Carat;Color;Clarity;Cut;Price
Round;0.50;G;SI1;Very Good;1028
Round;0.50;K;VS2;Very Good;1028
Round;0.50;I;VVS1;Very Good;1028
Round;0.50;J;VVS2;Very Good;1030
Round;0.35;F;VVS1;Ideal;1030
Round;0.50;I;SI1;Very Good;1030
Round;0.35;F;VVS1;Excellent;1030
Round;0.50;I;SI1;Ideal;1030
Round;0.53;E;VS1;Excellent;1030
Round;0.54;J;VS2;Ideal;1030
Round;0.50;I;SI2;Ideal;1030
Round;0.50;H;SI2;Very Good;1030
Round;0.50;J;VS1;Very Good;1030
Round;0.50;I;SI1;Good;1031
Round;0.50;F;SI2;Very Good;1031
Round;0.42;F;VVS2;Ideal;1031
Round;0.50;I;SI1;Very Good;1031
Round;0.40;G;VS1;Ideal;1031
Round;0.52;F;SI2;Excellent;1031
Round;0.45;I;VVS1;Excellent;1031
Round;0.50;I;SI1;Good;1031
Round;0.50;I;SI1;Very Good;1031
Round;0.45;I;VVS1;Ideal;1031
Round;0.40;D;VS2;Ideal;1031
Round;0.50;J;VS1;Good;1031
Round;0.50;I;SI1;Very Good;1031
Round;0.45;I;VVS1;Very Good;1031
Round;0.50;H;SI2;Good;1031
Round;0.50;J;VS1;Ideal;1031
Round;0.36;F;VVS1;Ideal;1031
Round;0.45;D;SI1;Excellent;1031
Round;0.50;I;SI1;Excellent;1031
Round;0.50;G;SI2;Ideal;1031
Round;0.50;I;SI2;Very Good;1031
Round;0.40;E;VS2;Ideal;1031
Round;0.50;H;SI2;Very Good;1031
Round;0.45;I;VVS1;Excellent;1031
Round;0.50;I;SI1;Very Good;1031
Round;0.52;F;SI2;Ideal;1031
Round;0.51;J;VS2;Very Good;1031
Round;0.50;G;SI1;Good;1032
Round;0.50;J;VS2;Ideal;1032
Round;0.41;H;VS1;Ideal;1032
Round;0.50;H;SI2;Excellent;1032
Round;0.50;D;SI2;Excellent;1032
Round;0.50;E;SI2;Good;1032
Round;0.50;I;VS1;Good;1032
Round;0.50;G;SI1;Good;1032
Round;0.33;E;VVS1;Excellent;1032
Round;0.50;I;VS1;Good;1032
Round;0.50;G;SI1;Good;1032
Round;0.50;I;SI2;Excellent;1032
Round;0.50;I;VS1;Good;1032
Round;0.50;F;SI2;Very Good;1032
Round;0.50;F;SI2;Very Good;1032
Round;0.50;E;SI2;Very Good;1032
Round;0.50;I;VS1;Very Good;1032
Round;0.50;F;SI2;Good;1032
Round;0.50;K;VS1;Ideal;1032
Round;0.50;D;VS2;Ideal;1032
Round;0.50;I;VS1;Good;1032
Round;0.50;G;SI1;Good;1032
Round;0.50;J;VVS2;Very Good;1032
Round;0.50;H;SI1;Good;1032
Round;0.33;E;VVS1;Ideal;1032
Round;0.40;D;VVS2;Ideal;1032
Round;0.33;E;VVS1;Ideal;1032
Round;0.40;G;VVS1;Very Good;1032
Round;0.50;J;SI1;Ideal;1032
Round;0.50;I;VS1;Good;1032
Round;0.50;G;SI1;Good;1032
Round;0.50;G;SI1;Good;1032
Round;0.50;I;SI2;Very Good;1032
Round;0.40;G;VVS2;Ideal;1032
Round;0.51;K;VS2;Ideal;1033
Round;0.40;F;VS2;Ideal;1033
Round;0.60;J;SI2;Ideal;1033
Round;0.61;K;VS2;Ideal;1033
Round;0.51;I;SI1;Ideal;1033
Round;0.50;J;SI1;Very Good;1033
Round;0.50;I;SI1;Very Good;1033
Round;0.40;F;VVS1;Ideal;1033
Round;0.60;K;VS2;Very Good;1033
Round;0.50;E;SI2;Excellent;1033
Round;0.40;E;VS1;Ideal;1033
Round;0.46;H;SI1;Ideal;1033
Round;0.40;F;VS1;Ideal;1035
Round;0.50;H;SI2;Good;1035
Round;0.40;D;SI1;Ideal;1035
Round;0.50;J;VS2;Ideal;1035
Round;0.50;K;IF;Excellent;1035
Round;0.40;D;SI1;Ideal;1035
Round;0.40;D;VS1;Ideal;1035
Round;0.50;K;VVS2;Ideal;1035
Round;0.50;F;SI2;Very Good;1035
Round;0.50;J;VS2;Ideal;1035
Round;0.50;I;SI2;Ideal;1035
Round;0.50;E;SI2;Very Good;1035
Round;0.40;D;VS2;Very Good;1035
Round;0.32;F;IF;Ideal;1035
Round;0.50;J;VS2;Excellent;1035
Round;0.50;J;VVS1;Very Good;1035
Round;0.40;F;VS2;Very Good;1035
Round;0.50;K;VVS1;Excellent;1035
Round;0.50;J;VVS1;Ideal;1035
Round;0.50;E;VS2;Ideal;1035
Round;0.50;H;SI2;Very Good;1035
Round;0.50;K;VVS2;Excellent;1036
Round;0.50;J;SI1;Very Good;1036
Round;0.50;K;VS2;Ideal;1036
Round;0.50;K;VVS2;Excellent;1036
Round;0.50;K;VS2;Very Good;1036
Round;0.40;G;VVS2;Ideal;1036
Round;0.40;D;VS1;Ideal;1036
Round;0.51;F;SI2;Ideal;1036
Round;0.51;K;VVS1;Excellent;1036
Round;0.46;F;VS2;Excellent;1036
Round;0.50;I;SI1;Good;1036
Round;0.41;D;VS2;Excellent;1036
Round;0.51;E;SI2;Very Good;1036
Round;0.50;K;VVS2;Very Good;1036
Round;0.50;J;VS2;Good;1036
Round;0.50;K;VS1;Very Good;1037
Round;0.50;H;SI2;Excellent;1037
Round;0.50;G;SI2;Very Good;1037
Round;0.41;F;VS1;Ideal;1037
Round;0.50;I;SI2;Excellent;1037
Round;0.60;J;SI2;Ideal;1037
Round;0.50;G;SI2;Ideal;1037
Round;0.40;H;VVS1;Ideal;1037
Round;0.50;G;SI2;Good;1037
Round;0.50;J;VS2;Excellent;1037
Round;0.50;I;SI2;Ideal;1037
Round;0.50;I;VS2;Good;1038
Round;0.50;F;SI2;Excellent;1038
Round;0.50;J;VS1;Very Good;1038
Round;0.50;K;VS1;Ideal;1038
Round;0.50;I;SI2;Ideal;1038
Round;0.60;K;SI2;Ideal;1038
Round;0.50;K;VVS2;Good;1038
Round;0.56;H;SI2;Very Good;1038
Round;0.50;J;SI1;Excellent;1038
Round;0.40;G;VVS2;Ideal;1038
Round;0.74;K;SI2;Excellent;1038
Round;0.45;G;VS2;Excellent;1038
Round;0.50;J;SI1;Excellent;1038
Round;0.50;J;SI1;Ideal;1038
Round;0.50;J;VS2;Excellent;1038
Round;0.51;K;VS1;Ideal;1039
Round;0.50;J;VS2;Ideal;1039
Round;0.52;G;SI2;Excellent;1039
Round;0.50;K;VVS1;Very Good;1039
Round;0.50;K;VVS1;Excellent;1039
Round;0.51;J;VS2;Excellent;1039
Round;0.51;J;SI1;Ideal;1039
Round;0.50;J;VS2;Very Good;1039
Round;0.40;E;VVS2;Ideal;1039
Round;0.60;J;SI1;Ideal;1039
Round;0.50;I;SI1;Very Good;1039
Round;0.51;H;SI2;Ideal;1041
Round;0.35;E;IF;Excellent;1041
Round;0.50;I;SI2;Excellent;1041
Round;0.50;D;VVS2;Ideal;1041
Round;0.40;D;SI1;Ideal;1041
Round;0.50;I;SI1;Good;1041
Round;0.50;J;VS2;Very Good;1041
Round;0.51;K;VS2;Very Good;1041
Round;0.50;J;SI2;Ideal;1041
Round;0.40;G;VS2;Excellent;1041
Round;0.35;F;VVS1;Ideal;1041
Round;0.50;K;VS1;Ideal;1041
Round;0.45;D;SI1;Ideal;1041
Round;0.50;J;VS2;Ideal;1041
Round;0.50;I;SI1;Very Good;1041
Round;0.50;J;VS2;Very Good;1042
Round;0.50;F;SI1;Very Good;1042
Round;0.40;G;VVS2;Ideal;1042
Round;0.50;I;SI1;Excellent;1042
Round;0.51;E;SI2;Excellent;1042
Round;0.41;E;VVS2;Excellent;1042
Round;0.50;F;SI1;Good;1042
Round;0.50;I;VVS2;Good;1042
Round;0.50;I;VVS2;Good;1042
Round;0.40;H;VVS1;Ideal;1042
Round;0.50;K;VS2;Ideal;1042
Round;0.50;F;SI1;Very Good;1042
Round;0.40;E;VS1;Ideal;1042
Round;0.50;I;SI1;Very Good;1042
Round;0.50;J;VVS2;Good;1042
Round;0.50;I;SI1;Very Good;1042
Round;0.51;J;VS1;Very Good;1042
Round;0.50;J;VS1;Very Good;1042
Round;0.40;F;VS1;Ideal;1042
Round;0.40;D;VS2;Ideal;1042
Round;0.45;H;VS2;Ideal;1042
Round;0.60;K;SI1;Excellent;1042
Round;0.50;G;SI2;Very Good;1042
Round;0.40;D;VS2;Ideal;1042
Round;0.50;F;SI1;Very Good;1042
Round;0.50;I;VVS2;Good;1042
Round;0.50;I;SI1;Very Good;1042
Round;0.50;J;VS2;Very Good;1042
Round;0.50;I;VVS2;Very Good;1042
Round;0.50;J;VVS2;Very Good;1042
Round;0.40;D;VS1;Excellent;1042
Round;0.40;D;VS1;Excellent;1042
Round;0.58;H;SI1;Very Good;1043
Round;0.43;F;VVS2;Ideal;1043
Round;0.50;J;VVS2;Very Good;1043
Round;0.40;E;VS1;Ideal;1043
Round;0.40;G;VS2;Ideal;1043
Round;0.50;J;VS2;Excellent;1043
Round;0.50;I;SI1;Ideal;1043
Round;0.37;E;VVS1;Ideal;1043
Round;0.50;I;SI1;Very Good;1043
Round;0.55;F;SI2;Excellent;1043
Round;0.50;H;VS2;Good;1043
Round;0.52;J;SI2;Ideal;1043
Round;0.40;G;VS1;Ideal;1044
Round;0.36;E;VVS1;Ideal;1044
Round;0.51;J;VVS2;Very Good;1044
Round;0.50;E;VS2;Ideal;1044
Round;0.36;E;VVS1;Ideal;1044
Round;0.35;E;VVS1;Ideal;1044
Round;0.51;J;SI1;Very Good;1044
Round;0.35;E;VVS1;Ideal;1044
Round;0.50;J;SI1;Good;1044
Round;0.46;E;SI1;Very Good;1044
Round;0.36;E;VVS1;Ideal;1044
Round;0.35;E;VVS1;Ideal;1044
Round;0.45;H;VS2;Ideal;1044
Round;0.50;I;SI2;Ideal;1046
Round;0.51;H;SI1;Good;1046
Round;0.50;I;VVS2;Very Good;1046
Round;0.50;H;SI2;Ideal;1046
Round;0.50;G;SI2;Very Good;1046
Round;0.50;G;SI2;Very Good;1046
Round;0.50;E;VVS2;Ideal;1046
Round;0.72;K;VS2;Very Good;1046
Round;0.50;G;SI2;Good;1046
Round;0.50;H;SI2;Good;1046
Round;0.50;D;VS2;Ideal;1046
Round;0.50;J;SI1;Excellent;1046
Round;0.50;K;VS2;Excellent;1046
Round;0.51;G;SI1;Very Good;1046
Round;0.50;K;VS1;Excellent;1046
Round;0.50;K;VS1;Ideal;1046
Round;0.50;J;VS2;Ideal;1046
Round;0.50;G;SI2;Very Good;1046
Round;0.50;J;SI1;Ideal;1046
Round;0.50;I;SI2;Ideal;1046
Round;0.50;G;VS2;Good;1047
Round;0.35;E;IF;Ideal;1047
Round;0.50;G;SI2;Very Good;1047
Round;0.50;J;VVS1;Excellent;1047
Round;0.50;E;SI2;Ideal;1047
Round;0.43;H;VS2;Excellent;1047
Round;0.50;G;SI2;Excellent;1047
Round;0.50;J;SI1;Excellent;1047
Round;0.40;D;VS2;Ideal;1047
Round;0.40;D;VS2;Ideal;1047
Round;0.50;J;SI1;Ideal;1047
Round;0.46;E;SI1;Excellent;1047
Round;0.50;I;VS2;Good;1047
Round;0.50;I;SI1;Ideal;1048
Round;0.50;J;VS2;Ideal;1048
Round;0.50;I;SI1;Very Good;1048
Round;0.50;I;SI1;Very Good;1048
Round;0.40;H;VS1;Ideal;1048
Round;0.50;I;SI1;Excellent;1048
Round;0.50;J;VS1;Excellent;1048
Round;0.35;F;VVS1;Ideal;1048
Round;0.50;K;VS1;Ideal;1048
Round;0.50;G;SI2;Excellent;1048
Round;0.35;F;VVS1;Ideal;1048
Round;0.30;D;VS1;Ideal;1048
Round;0.50;I;SI1;Very Good;1048
Round;0.50;J;VS2;Very Good;1048
Round;0.50;J;VS2;Excellent;1048
Round;0.50;J;VS2;Excellent;1048
Round;0.50;J;VS2;Ideal;1048
Round;0.50;F;VS2;Very Good;1048
Round;0.50;J;VS2;Excellent;1048
Round;0.50;I;SI1;Very Good;1048
Round;0.50;I;VS2;Very Good;1048
Round;0.50;F;SI2;Excellent;1048
Round;0.50;I;SI1;Very Good;1049
Round;0.59;I;SI2;Excellent;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.40;D;VVS2;Ideal;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.46;D;VS2;Excellent;1049
Round;0.50;J;VS2;Very Good;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.50;J;VS1;Good;1049
Round;0.50;I;SI2;Ideal;1049
Round;0.50;G;SI2;Excellent;1049
Round;0.40;D;VVS2;Very Good;1049
Round;0.51;G;SI2;Ideal;1049
Round;0.50;K;VS1;Ideal;1049
Round;0.50;J;SI1;Excellent;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.50;D;VS2;Ideal;1049
Round;0.50;D;SI2;Very Good;1049
Round;0.40;D;VVS2;Excellent;1049
Round;0.50;J;VS1;Good;1049
Round;0.40;D;VVS2;Excellent;1049
Round;0.50;J;VS1;Good;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.50;J;SI1;Ideal;1049
Round;0.40;D;VVS2;Very Good;1049
Round;0.50;J;VS1;Good;1049
Round;0.50;J;VS1;Good;1049
Round;0.50;J;VS1;Very Good;1049
Round;0.36;F;VVS1;Ideal;1049
Round;0.50;E;SI1;Good;1050
Round;0.50;I;VVS2;Very Good;1050
Round;0.41;D;VS1;Excellent;1050
Round;0.40;E;VS1;Ideal;1050
Round;0.50;I;VVS1;Good;1050
Round;0.46;H;VS1;Ideal;1050
Round;0.50;I;VVS1;Good;1050
Round;0.40;E;VS2;Ideal;1050
Round;0.54;K;VS1;Ideal;1050
Round;0.51;E;SI2;Excellent;1050
Round;0.50;I;VVS1;Good;1050
Round;0.50;J;VVS2;Good;1050
Round;0.50;I;VVS1;Good;1050
Round;0.50;J;VS1;Excellent;1050
Round;0.50;I;SI1;Very Good;1050
Round;0.50;F;SI2;Very Good;1050
Round;0.50;J;VS2;Very Good;1050
Round;0.50;I;VVS1;Good;1050
Round;0.40;E;VVS2;Excellent;1050
Round;0.50;I;VVS1;Good;1050
Round;0.50;I;VVS1;Good;1050
Round;0.50;K;VS2;Excellent;1050
Round;0.50;J;VVS2;Very Good;1050
Round;0.50;G;SI1;Good;1050
Round;0.50;I;VVS1;Good;1050
Round;0.40;E;VS1;Ideal;1050
Round;0.40;E;VS1;Excellent;1050
Round;0.50;K;VVS2;Ideal;1050
Round;0.50;E;SI1;Good;1050
Round;0.50;I;VS2;Very Good;1052
Round;0.45;D;SI1;Very Good;1052
Round;0.50;J;VVS2;Excellent;1052
Round;0.45;H;VS1;Excellent;1052
Round;0.50;I;VS2;Good;1052
Round;0.50;J;VVS2;Excellent;1052
Round;0.50;D;SI2;Excellent;1052
Round;0.45;D;SI1;Excellent;1052
Round;0.50;J;SI1;Ideal;1052
Round;0.45;E;VS2;Ideal;1052
Round;0.45;D;SI1;Excellent;1052
Round;0.50;F;SI2;Very Good;1052
Round;0.50;F;SI2;Good;1052
Round;0.41;H;VVS2;Ideal;1052
Round;0.45;D;SI1;Very Good;1052
Round;0.50;J;VVS2;Ideal;1052
Round;0.50;I;SI1;Very Good;1052
Round;0.41;H;VVS2;Ideal;1052
Round;0.50;H;SI2;Excellent;1053
Round;0.50;I;VVS2;Very Good;1053
Round;0.40;D;VVS2;Very Good;1053
Round;0.50;J;VS1;Excellent;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;E;SI2;Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;I;VS1;Very Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;K;VS1;Ideal;1053
Round;0.50;I;SI1;Very Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.41;E;VS2;Ideal;1053
Round;0.45;E;VS1;Excellent;1053
Round;0.50;K;VS2;Ideal;1053
Round;0.40;E;VS1;Ideal;1053
Round;0.40;E;VS1;Ideal;1053
Round;0.50;I;VS2;Very Good;1053
Round;0.50;K;VS2;Excellent;1053
Round;0.30;D;IF;Ideal;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;I;SI1;Ideal;1053
Round;0.43;H;VS1;Ideal;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.51;J;VS1;Ideal;1053
Round;0.46;H;VS1;Very Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;I;VS1;Good;1053
Round;0.50;K;VVS2;Excellent;1054
Round;0.50;K;VS1;Excellent;1054
Round;0.50;J;VS2;Very Good;1054
Round;0.50;J;VS2;Very Good;1054
Round;0.40;F;VS1;Ideal;1054
Round;0.50;J;VS1;Very Good;1054
Round;0.50;J;VS1;Very Good;1054
Round;0.50;J;VS1;Good;1054
Round;0.50;J;VS1;Very Good;1054
Round;0.40;F;VS1;Ideal;1054
Round;0.50;J;SI1;Excellent;1054
Round;0.40;E;VVS2;Excellent;1054
Round;0.50;I;VS2;Good;1054
Round;0.46;I;VVS1;Excellent;1054
Round;0.51;J;VS2;Good;1054
Round;0.50;J;VS1;Very Good;1054
Round;0.50;J;VS2;Ideal;1054
Round;0.33;F;IF;Ideal;1054
Round;0.50;J;VS1;Excellent;1054
Round;0.50;I;SI2;Very Good;1054
Round;0.50;J;SI1;Excellent;1054
Round;0.50;J;VS1;Very Good;1054
Round;0.50;K;VS1;Excellent;1054
Round;0.50;K;VVS2;Excellent;1054
Round;0.45;I;IF;Excellent;1054
Round;0.51;E;SI2;Excellent;1054
Round;0.59;D;SI1;Ideal;1055
Round;0.50;K;VS2;Ideal;1055
Round;0.51;K;VS2;Ideal;1055
Round;0.40;G;VVS1;Excellent;1055
Round;0.40;F;VVS2;Very Good;1055
Round;0.40;G;VVS1;Ideal;1055
Round;0.60;K;SI2;Ideal;1055
Round;0.45;J;VVS2;Excellent;1055
Round;0.50;J;SI1;Ideal;1055
Round;0.50;H;SI1;Very Good;1055
Round;0.50;E;SI2;Ideal;1055
Round;0.50;E;SI2;Excellent;1055
Round;0.50;E;SI2;Very Good;1055
Round;0.50;J;SI1;Excellent;1055
Round;0.52;K;VS2;Ideal;1055
Round;0.50;E;SI2;Ideal;1055
Round;0.36;F;VVS1;Ideal;1055
Round;0.40;G;VVS1;Ideal;1055
Round;0.50;J;VS2;Very Good;1057
Round;0.38;E;VVS1;Ideal;1057
Round;0.50;G;SI2;Good;1057
Round;0.50;I;SI2;Ideal;1057
Round;0.40;G;VVS2;Excellent;1057
Round;0.50;I;SI1;Good;1057
Round;0.50;G;SI2;Very Good;1057
Round;0.50;J;VS1;Good;1057
Round;0.40;D;VVS2;Ideal;1058
Round;0.50;G;SI2;Excellent;1058
Round;0.50;I;VS2;Good;1058
Round;0.50;J;VS2;Very Good;1058
Round;0.40;D;VVS2;Ideal;1058
Round;0.50;G;SI2;Ideal;1058
Round;0.50;J;VVS2;Very Good;1058
Round;0.56;K;SI1;Excellent;1058
Round;0.50;G;VVS1;Ideal;1535
Round;0.50;G;VVS2;Excellent;1535
Round;0.50;D;VS2;Excellent;1535
Round;0.80;J;SI2;Excellent;1535
Round;0.50;G;VVS2;Ideal;1535
Round;0.50;F;VS1;Excellent;1535
Round;0.50;D;VS2;Ideal;1535
Round;0.50;F;VS1;Ideal;1535
Round;0.50;G;VVS2;Excellent;1535
Round;0.70;I;SI2;Very Good;1535
Round;0.50;G;VVS2;Excellent;1535
Round;0.50;G;VS1;Very Good;1535
Round;0.70;J;VS2;Excellent;1535
Round;0.70;G;SI2;Good;1535
Round;0.50;G;VS1;Ideal;1535
Round;0.50;D;SI2;Ideal;1535
Round;0.50;G;VVS2;Very Good;1535
Round;0.50;G;VVS2;Very Good;1535
Round;0.50;F;VS2;Very Good;1535
Round;0.50;F;VS1;Very Good;1535
Round;0.50;E;VS2;Ideal;1535
Round;0.50;F;VS2;Excellent;1535
Round;0.50;F;VS2;Very Good;1535
Round;0.50;G;VVS2;Very Good;1535
Round;0.71;F;SI2;Excellent;1535
Round;0.50;G;VVS2;Very Good;1535
Round;0.50;E;VS1;Excellent;1536
Round;0.50;G;VVS2;Very Good;1536
Round;0.50;F;VS2;Excellent;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;F;VS2;Excellent;1536
Round;0.56;E;VS2;Ideal;1536
Round;0.60;J;VVS2;Ideal;1536
Round;0.50;H;VVS2;Very Good;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;D;VS1;Very Good;1536
Round;0.51;I;VVS2;Ideal;1536
Round;0.50;D;VS1;Ideal;1536
Round;0.50;F;VS2;Excellent;1536
Round;0.53;D;VS1;Ideal;1536
Round;0.50;G;VVS2;Very Good;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;E;VS1;Very Good;1536
Round;0.70;G;SI2;Ideal;1536
Round;0.50;F;VS2;Very Good;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.51;I;VS1;Very Good;1536
Round;0.50;E;VS1;Very Good;1536
Round;0.50;G;VVS2;Very Good;1536
Round;0.50;H;VVS2;Very Good;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;F;VS2;Excellent;1536
Round;0.50;F;VS2;Excellent;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;H;VVS2;Very Good;1536
Round;0.50;H;VVS2;Very Good;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;G;VVS2;Very Good;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.60;J;VVS2;Ideal;1536
Round;0.50;F;VS2;Ideal;1536
Round;0.50;E;VS1;Excellent;1536
Round;0.51;F;VVS1;Excellent;1536
Round;0.50;F;VS2;Excellent;1536
Round;0.50;G;VVS2;Very Good;1536
Round;0.50;F;VVS1;Very Good;1536
Round;0.50;I;VS2;Ideal;1537
Round;0.50;I;VVS2;Ideal;1537
Round;0.55;I;VVS1;Ideal;1537
Round;0.50;I;VS1;Ideal;1537
Round;0.50;G;VVS2;Excellent;1537
Round;0.60;K;IF;Ideal;1537
Round;0.51;E;VVS2;Excellent;1537
Round;0.50;G;VS2;Excellent;1537
Round;0.50;F;VS2;Ideal;1537
Round;0.50;G;VS1;Ideal;1537
Round;0.50;I;VS1;Ideal;1537
Round;0.50;H;VS2;Ideal;1537
Round;0.50;G;VS1;Ideal;1537
Round;0.50;G;IF;Very Good;1537
Round;0.50;G;VVS2;Excellent;1537
Round;0.52;G;SI1;Ideal;1537
Round;0.50;E;VS2;Ideal;1537
Round;0.50;I;VS1;Ideal;1537
Round;0.60;K;IF;Excellent;1537
Round;0.50;H;VVS2;Ideal;1537
Round;0.50;F;VVS2;Excellent;1537
Round;0.50;H;VS1;Excellent;1537
Round;0.50;H;VS1;Excellent;1537
Round;0.63;I;VS2;Excellent;1537
Round;0.50;H;VVS1;Excellent;1537
Round;0.50;E;VS2;Very Good;1537
Round;0.50;E;VS1;Very Good;1538
Round;0.50;E;VS2;Very Good;1538
Round;0.50;D;VVS2;Very Good;1538
Round;0.51;D;VVS1;Very Good;1538
Round;0.51;F;VS2;Ideal;1538
Round;0.61;J;VS2;Ideal;1538
Round;0.50;D;VS2;Ideal;1538
Round;0.50;H;VVS1;Excellent;1538
Round;0.50;G;VVS2;Excellent;1538
Round;0.50;G;VS1;Excellent;1538
Round;0.50;H;VS1;Ideal;1538
Round;0.50;H;VVS1;Excellent;1538
Round;0.50;G;VS2;Ideal;1538
Round;0.50;E;VS1;Very Good;1538
Round;0.50;E;VS1;Very Good;1538
Round;0.51;G;VS2;Ideal;1539
Round;0.50;H;VS2;Ideal;1539
Round;0.50;F;VVS2;Excellent;1539
Round;0.50;F;VVS2;Very Good;1539
Round;0.51;D;VS2;Excellent;1539
Round;0.50;H;VS2;Ideal;1539
Round;0.50;F;VVS2;Very Good;1539
Round;0.51;D;SI1;Ideal;1539
Round;0.60;J;VS1;Ideal;1539
Round;0.50;D;VS1;Excellent;1539
Round;0.50;H;VVS2;Ideal;1539
Round;0.50;F;VVS2;Very Good;1539
Round;0.50;D;VS1;Very Good;1539
Round;0.50;F;VVS2;Very Good;1539
Round;0.50;H;VS2;Excellent;1539
Round;0.51;H;VVS1;Ideal;1540
Round;0.50;E;VS2;Ideal;1540
Round;0.50;H;VS1;Very Good;1540
Round;0.50;H;VS1;Very Good;1540
Round;0.50;E;VS2;Ideal;1540
Round;0.50;E;VS2;Ideal;1540
Round;0.50;E;VVS2;Excellent;1540
Round;0.50;H;VS2;Ideal;1540
Round;0.50;H;VS2;Ideal;1540
Round;0.50;H;VS2;Ideal;1540
Round;0.50;H;VS1;Very Good;1540
Round;0.51;E;SI1;Ideal;1540
Round;0.50;G;VS2;Excellent;1540
Round;0.50;H;VS2;Very Good;1540
Round;0.50;G;VS2;Ideal;1540
Round;0.70;K;VS1;Excellent;1540
Round;0.50;E;VS1;Excellent;1540
Round;0.50;D;VS2;Excellent;1540
Round;0.50;H;VS2;Ideal;1540
Round;0.54;I;VVS2;Ideal;1540
Round;0.50;H;VS2;Ideal;1540
Round;0.50;H;VS1;Very Good;1540
Round;0.50;D;VVS2;Excellent;1540
Round;0.51;I;VS1;Ideal;1540
Round;0.50;E;VS1;Very Good;1542
Round;0.51;H;VVS1;Ideal;1542
Round;0.50;G;VVS2;Excellent;1542
Round;0.50;D;VS2;Very Good;1542
Round;0.51;I;VVS2;Excellent;1542
Round;0.70;I;SI2;Excellent;1542
Round;0.50;F;SI1;Ideal;1542
Round;0.50;G;VVS2;Excellent;1542
Round;0.51;I;VVS2;Very Good;1542
Round;0.50;G;VS2;Ideal;1542
Round;0.52;G;VS1;Very Good;1542
Round;0.50;H;VS1;Very Good;1542
Round;0.51;I;VVS2;Ideal;1542
Round;0.50;D;VS2;Excellent;1543
Round;0.50;H;VVS1;Excellent;1543
Round;0.50;I;VVS2;Ideal;1543
Round;0.50;G;VS2;Ideal;1543
Round;0.70;I;SI1;Good;1543
Round;0.70;I;SI1;Very Good;1543
Round;0.51;F;VVS1;Excellent;1543
Round;0.51;G;VS1;Excellent;1543
Round;0.50;D;VVS1;Very Good;1543
Round;0.50;I;VVS2;Ideal;1543
Round;0.50;G;VVS1;Excellent;1543
Round;0.50;D;SI1;Ideal;1543
Round;0.50;G;VVS1;Excellent;1543
Round;0.50;H;VS2;Excellent;1543
Round;0.50;D;SI1;Ideal;1543
Round;0.50;D;SI1;Ideal;1543
Round;0.50;H;VVS2;Excellent;1543
Round;0.50;G;VVS1;Very Good;1543
Round;0.50;I;VVS2;Ideal;1543
Round;0.50;H;VS2;Ideal;1543
Round;0.50;G;VVS1;Very Good;1543
Round;0.50;G;VVS1;Ideal;1543
Round;0.50;G;VVS1;Very Good;1543
Round;0.57;H;VS2;Very Good;1543
Round;0.50;E;VS2;Ideal;1543
Round;0.50;E;VS1;Excellent;1544
Round;0.50;H;SI1;Ideal;1544
Round;0.50;D;VVS2;Ideal;1544
Round;0.50;F;VVS2;Very Good;1544
Round;0.51;E;VS1;Ideal;1544
Round;0.70;F;SI2;Ideal;1544
Round;0.50;D;IF;Good;1544
Round;0.51;G;VVS1;Very Good;1544
Round;0.70;K;VS2;Ideal;1544
Round;0.54;E;VS1;Very Good;1544
Round;0.50;F;VS2;Excellent;1544
Round;0.50;E;VVS1;Good;1544
Round;0.50;D;SI1;Ideal;1544
Round;0.50;H;VS1;Excellent;1544
Round;0.50;F;VS2;Very Good;1544
Round;0.50;H;VS1;Ideal;1544
Round;0.50;F;VS2;Excellent;1544
Round;0.70;H;SI2;Excellent;1544
Round;0.46;D;VS1;Excellent;1544
Round;0.70;K;VVS2;Ideal;1545
Round;0.50;E;VVS2;Excellent;1545
Round;0.50;F;VS1;Very Good;1545
Round;0.50;H;VVS2;Excellent;1545
